Item	Cat	Label	Type	InchWidth	InchHeight	InchDepth	MetricWidth	MetricHeight	MetricDepth	Density	Color	Material	Description	PieceWeight	UnitQty	Price	Q1	D1	Q2	D2	Q3	D3	Q4	D4	Q5	D5	Q6	D6
RIBSMK	RIBB	TYPE	Mono	5/8			16				Smoke Blue	Fabric	25 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBSESMK	RIBB	TYPE	Satin Edges	5/8			16				Smoke Blue	Fabric	25 Yard Ribbon Spools	0.085	1	3.50	5	25	10	30	25	35						
RIB8TOF	RIBB	TYPE	Skinny	1/8			3				Toffee	Fabric	50 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBTOF	RIBB	TYPE	Mono	5/8			16				Toffee	Fabric	25 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBSETOF	RIBB	TYPE	Satin Edges	5/8			16				Toffee	Fabric	25 Yard Ribbon Spools	0.085	1	3.50	5	25	10	30	25	35						
RIB8WHT	RIBB	TYPE	Skinny	1/8			3				White	Fabric	50 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBWHT	RIBB	TYPE	Mono	5/8			16				White	Fabric	25 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBSEWHT	RIBB	TYPE	Satin Edges	5/8			16				White	Fabric	25 Yard Ribbon Spools	0.085	1	3.50	5	25	10	30	25	35						
RIB8WNE	RIBB	TYPE	Skinny	1/8			3				Wine	Fabric	50 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBWNE	RIBB	TYPE	Mono	5/8			16				Wine	Fabric	25 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBSEWNE	RIBB	TYPE	Satin Edges	5/8			16				Wine	Fabric	25 Yard Ribbon Spools	0.085	1	3.50	5	25	10	30	25	35						
HT1	HTAB	TYPE	Delta Hole	1 9/16	1 1/4		40	32		15 mil	Clear	Plastic	Plastic Hang Tabs (sold by the sheet, 20 tabs per sheet)	0.04	1	1.00	5	20	25	40	100	50						
HT2	HTAB	TYPE	Saw Tooth	1 9/16	1 1/4		40	32		15 mil	Clear	Plastic	Plastic Hang Tabs (sold by the sheet, 20 tabs per sheet)	0.04	1	1.00	5	20	25	40	100	50						
HT3	HTAB	TYPE	Hook	7/8	1 3/8		22	35		15 mil	Clear	Plastic	Plastic Hang Tabs (sold by the sheet, 20 tabs per sheet)	0.0205	1	1.00	5	20	25	40	100	50						
8SMS	LOOP	FOR	4Bar Boxes	8			203			1/16"	Semi-Metallic Silver	Elastic String	Elastic Stretch Loops with Pre-tied Bows	0.0025	50	0.135	100	30	150	40	200	50	250	53	500	56		
8SMG	LOOP	FOR	4Bar Boxes	8			203			1/16"	Semi-Metallic Gold	Elastic String	Elastic Stretch Loops with Pre-tied Bows	0.0025	50	0.135	100	30	150	40	200	50	250	53	500	56		
8MS	LOOP	FOR	4Bar Boxes	8			203			1/16"	Metallic Silver	Elastic String	Elastic Stretch Loops with Pre-tied Bows	0.0025	50	0.13	100	30	150	40	200	50	250	53	500	56		
8MG	LOOP	FOR	4Bar Boxes	8			203			1/16"	Metallic Gold	Elastic String	Elastic Stretch Loops with Pre-tied Bows	0.0025	50	0.13	100	30	150	40	200	50	250	53	500	56		
10SW	LOOP	FOR	A2 Boxes	10			254			1/16"	Solid White	Elastic String	Elastic Stretch Loops with Pre-tied Bows	0.003	50	0.15	100	30	150	40	200	50	250	53	500	56		
10SB	LOOP	FOR	A2 Boxes	10			254			1/16"	Solid Black	Elastic String	Elastic Stretch Loops with Pre-tied Bows	0.003	50	0.15	100	30	150	40	200	50	250	53	500	56		
10SMS	LOOP	FOR	A2 Boxes	10			254			1/16"	Semi-Metallic Silver	Elastic String	Elastic Stretch Loops with Pre-tied Bows	0.003	50	0.16	100	30	150	40	200	50	250	53	500	56		
10SMG	LOOP	FOR	A2 Boxes	10			254			1/16"	Semi-Metallic Gold	Elastic String	Elastic Stretch Loops with Pre-tied Bows	0.003	50	0.16	100	30	150	40	200	50	250	53	500	56		
10MS	LOOP	FOR	A2 Boxes	10			254			1/16"	Metallic Silver	Elastic String	Elastic Stretch Loops with Pre-tied Bows	0.003	50	0.14	100	30	150	40	200	50	250	53	500	56		
10MR	LOOP	FOR	A2 Boxes	10			254			1/16"	Metallic Red	Elastic String	Elastic Stretch Loops with Pre-tied Bows	0.003	50	0.185	100	30	150	40	200	50	250	53	500	56		
10MGR	LOOP	FOR	A2 Boxes	10			254			1/16"	Metallic Green	Elastic String	Elastic Stretch Loops with Pre-tied Bows	0.003	50	0.185	100	30	150	40	200	50	250	53	500	56		
10MG	LOOP	FOR	A2 Boxes	10			254			1/16"	Metallic Gold	Elastic String	Elastic Stretch Loops with Pre-tied Bows	0.003	50	0.14	100	30	150	40	200	50	250	53	500	56		
10MC	LOOP	FOR	A2 Boxes	10			254			1/16"	Metallic Copper	Elastic String	Elastic Stretch Loops with Pre-tied Bows	0.003	50	0.185	100	30	150	40	200	50	250	53	500	56		
10CVL	LOOP	FOR	A2 Boxes	10			254			6.7 mil	Semi-clear	Elastic Vinyl	Stretchy Vinyl Loops	0.0007	50	0.12	100	20	150	30	200	40	250	50	500	60		
12CVL	LOOP	FOR	A6 Boxes	12			305			6.7 mil	Semi-clear	Elastic Vinyl	Stretchy Vinyl Loops	0.0008	50	0.12	100	20	150	30	200	40	250	50	500	60		
14SB	LOOP	FOR	A7 Boxes	14			356			1/16"	Solid Black	Elastic String	Elastic Stretch Loops with Pre-tied Bows	0.0037	50	0.18	100	30	150	40	200	50	250	53	500	56		
14SMS	LOOP	FOR	A7 Boxes	14			356			1/16"	Semi-Metallic Silver	Elastic String	Elastic Stretch Loops with Pre-tied Bows	0.0037	50	0.19	100	30	150	40	200	50	250	53	500	56		
14SMG	LOOP	FOR	A7 Boxes	14			356			1/16"	Semi-Metallic Gold	Elastic String	Elastic Stretch Loops with Pre-tied Bows	0.0037	50	0.19	100	30	150	40	200	50	250	53	500	56		
14MS	LOOP	FOR	A7 Boxes	14			356			1/16"	Metallic Silver	Elastic String	Elastic Stretch Loops with Pre-tied Bows	0.0037	50	0.17	100	30	150	40	200	50	250	53	500	56		
14MG	LOOP	FOR	A7 Boxes	14			356			1/16"	Metallic Gold	Elastic String	Elastic Stretch Loops with Pre-tied Bows	0.0037	50	0.17	100	30	150	40	200	50	250	53	500	56		
14CVL	LOOP	FOR	A7 Boxes	14			356			6.7 mil	Semi-clear	Elastic Vinyl	Stretchy Vinyl Loops	0.001	50	0.12	100	20	150	30	200	40	250	50	500	60		
16SW	LOOP	FOR	Half Sheet or 6X9 Boxes	16			406			1/16"	Solid White	Elastic String	Elastic Stretch Loops with Pre-tied Bows	0.0042	50	0.19	100	30	150	40	200	50	250	53	500	56		
16SB	LOOP	FOR	Half Sheet or 6X9 Boxes	16			406			1/16"	Solid Black	Elastic String	Elastic Stretch Loops with Pre-tied Bows	0.0042	50	0.19	100	30	150	40	200	50	250	53	500	56		
16SMS	LOOP	FOR	Half Sheet or 6X9 Boxes	16			406			1/16"	Semi-Metallic Silver	Elastic String	Elastic Stretch Loops with Pre-tied Bows	0.0042	50	0.045												
16SMG	LOOP	FOR	Half Sheet or 6X9 Boxes	16			406			1/16"	Semi-Metallic Gold	Elastic String	Elastic Stretch Loops with Pre-tied Bows	0.0042	50	0.21	100	30	150	40	200	50	250	53	500	56		
16MS	LOOP	FOR	Half Sheet or 6X9 Boxes	16			406			1/16"	Metallic Silver	Elastic String	Elastic Stretch Loops with Pre-tied Bows	0.0042	50	0.18	100	30	150	40	200	50	250	53	500	56		
16MR	LOOP	FOR	Half Sheet or 6X9 Boxes	16			406			1/16"	Metallic Red	Elastic String	Elastic Stretch Loops with Pre-tied Bows	0.0042	50	0.24	100	30	150	40	200	50	250	53	500	56		
16MGR	LOOP	FOR	Half Sheet or 6X9 Boxes	16			406			1/16"	Metallic Green	Elastic String	Elastic Stretch Loops with Pre-tied Bows	0.0042	50	0.24	100	30	150	40	200	50	250	53	500	56		
16MG	LOOP	FOR	Half Sheet or 6X9 Boxes	16			406			1/16"	Metallic Gold	Elastic String	Elastic Stretch Loops with Pre-tied Bows	0.0042	50	0.18	100	30	150	40	200	50	250	53	500	56		
16MC	LOOP	FOR	Half Sheet or 6X9 Boxes	16			406			1/16"	Metallic Copper	Elastic String	Elastic Stretch Loops with Pre-tied Bows	0.0042	50	0.24	100	30	150	40	200	50	250	53	500	56		
16CVL	LOOP	FOR	Half Sheet or 6X9 Boxes	16			406			6.7 mil	Semi-clear	Elastic Vinyl	Stretchy Vinyl Loops	0.0012	50	0.10	100	20	150	30	200	40	250	50	500	60		
18CVL	LOOP	FOR	Half Sheet or 6X9 Boxes	18			457			6.7 mil	Semi-clear	Elastic Vinyl	Stretchy Vinyl Loops	0.0013	50	0.10	100	20	150	30	200	40	250	50	500	60		
20CVL	LOOP	FOR	Half Sheet or 6X9 Boxes	20			508			6.7 mil	Semi-clear	Elastic Vinyl	Stretchy Vinyl Loops	0.0014	50	0.10	100	20	150	30	200	40	250	50	500	60		
CS1	STIC	FOR	Plastic Boxes	3/4			19				Clear	Plastic	Clear Round Stickers (sold by the sheet, 20 stickers per sheet)	0.0043	1	0.40	5	50	25	65	100	70						
CS2	STIC	FOR	Plastic Boxes	1 1/4			32				Clear	Plastic	Clear Round Stickers (sold by the sheet, 20 stickers per sheet)	0.0083	1	0.42	5	50	25	65	100	70						
H810WT3	GRAB	TYPE	High Denstity	8	10		203	254		.0007 High Density	White	High Density Plastic	High Density Retail Handle Bags	0.005	100	0.031	500	10	1000	15	1500	20	2000	25	2500	35	5000	40
H810FT3	GRAB	TYPE	High Denstity	8	10		203	254		.0007 High Density	Frost	High Density Plastic	High Density Retail Handle Bags	0.005	100	0.031	500	10	1000	15	1500	20	2000	25	2500	35	5000	40
H810FT4	GRAB	TYPE	Low Density	8	10		203	254		1.75 Low Density	Frost	Low Density Plastic	Reinforced Retail Handle Bags	0.015	50	0.15	500	20	1000	25	1500	30	2000	35	2500	40	5000	45
H810FU3	GRAB	TYPE	High Denstity	8	10		203	254		.0007 High Density	Fuschia	High Density Plastic	High Density Retail Handle Bags	0.005	100	0.031	500	10	1000	15	1500	20	2000	25	2500	35	5000	40
H810BL3	GRAB	TYPE	High Denstity	8	10		203	254		.0007 High Density	Blue	High Density Plastic	High Density Retail Handle Bags	0.005	100	0.031	500	10	1000	15	1500	20	2000	25	2500	35	5000	40
H810BK3	GRAB	TYPE	High Denstity	8	10		203	254		.0007 High Density	Black	High Density Plastic	High Density Retail Handle Bags	0.005	100	0.031	500	10	1000	15	1500	20	2000	25	2500	35	5000	40
H1215WT3	GRAB	TYPE	High Denstity	12	15		305	381		.0007 High Density	White	High Density Plastic	High Density Retail Handle Bags	0.01	100	0.075	500	15	1000	30	1500	35	2000	40	2500	45	5000	50
H1215FT3	GRAB	TYPE	High Denstity	12	15		305	381		.0007 High Density	Frost	High Density Plastic	High Density Retail Handle Bags	0.01	100	0.075	500	15	1000	30	1500	35	2000	40	2500	45	5000	50
H1215FT4	GRAB	TYPE	Low Density	12	15		305	381		1.75 Low Density	Frost	Low Density Plastic	Reinforced Retail Handle Bags	0.02	50	0.25	500	25	1000	30	1500	35	2000	40	2500	45	5000	50
H1215FU3	GRAB	TYPE	High Denstity	12	15		305	381		.0007 High Density	Fuschia	High Density Plastic	High Density Retail Handle Bags	0.01	100	0.075	500	15	1000	30	1500	35	2000	40	2500	45	5000	50
H1215BL3	GRAB	TYPE	High Denstity	12	15		305	381		.0007 High Density	Blue	High Density Plastic	High Density Retail Handle Bags	0.01	100	0.075	500	15	1000	30	1500	35	2000	40	2500	45	5000	50
H1215BK3	GRAB	TYPE	High Denstity	12	15		305	381		.0007 High Density	Black	High Density Plastic	High Density Retail Handle Bags	0.0078	100	0.075	500	15	1000	30	1500	35	2000	40	2500	45	5000	50
H1315WT3	GRAB	TYPE	High Denstity	13	15		330	381		.0007 High Density	White	High Density Plastic	High Density Retail Handle Bags	0.0086	100	0.08	500	15	1000	30	1500	35	2000	40	2500	45	5000	50
H1315FT3	GRAB	TYPE	High Denstity	13	15		330	381		.0007 High Density	Frost	High Density Plastic	High Density Retail Handle Bags	0.0086	100	0.08	500	15	1000	30	1500	35	2000	40	2500	45	5000	50
H1315FU3	GRAB	TYPE	High Denstity	13	15		330	381		.0007 High Density	Fuscia	High Density Plastic	High Density Retail Handle Bags	0.0086	100	0.08	500	15	1000	30	1500	35	2000	40	2500	45	5000	50
H1315BL3	GRAB	TYPE	High Denstity	13	15		330	381		.0007 High Density	Blue	High Density Plastic	High Density Retail Handle Bags	0.0086	100	0.08	500	15	1000	30	1500	35	2000	40	2500	45	5000	50
H1315BK3	GRAB	TYPE	High Denstity	13	15		330	381		.0007 High Density	Black	High Density Plastic	High Density Retail Handle Bags	0.0086	100	0.08	500	15	1000	30	1500	35	2000	40	2500	45	5000	50
H1616WT3	GRAB	TYPE	High Denstity	16	16		406	406		.0007 High Density	White	High Density Plastic	High Density Retail Handle Bags	0.0108	100	0.10	500	15	1000	30	1500	35	2000	40	2500	45	5000	50
H1616FT3	GRAB	TYPE	High Denstity	16	16		406	406		.0007 High Density	Frost	High Density Plastic	High Density Retail Handle Bags	0.0115	100	0.10	500	15	1000	30	1500	35	2000	40	2500	45	5000	50
H1616FU3	GRAB	TYPE	High Denstity	16	16		406	406		.0007 High Density	Fuscia	High Density Plastic	High Density Retail Handle Bags	0.0115	100	0.10	500	15	1000	30	1500	35	2000	40	2500	45	5000	50
H1616BL3	GRAB	TYPE	High Denstity	16	16		406	406		.0007 High Density	Blue	High Density Plastic	High Density Retail Handle Bags	0.0115	100	0.10	500	15	1000	30	1500	35	2000	40	2500	45	5000	50
H1616BK3	GRAB	TYPE	High Denstity	16	16		406	406		.0007 High Density	Black	High Density Plastic	High Density Retail Handle Bags	0.0115	100	0.10	500	15	1000	30	1500	35	2000	40	2500	45	5000	50
H2020FT1	GRAB	TYPE	Gusseted	20	20	4	508	508	102	2.25 mil	Frost	Plastic	Retail Handle Bags with Bottom Gusset	0.07	50	0.44	100	20	500	25	1000	30	1500	35				
G66ZZ1	GIFT	SIZE	Small	6 5/16	3	6 5/16	160	76	160	6.75 mil	Clear	Plastic	Small Plastic Gift Bags	0.066	10	0.45	50	20	100	25	250	30	500	35	1000	40		
G8ZZ1	GIFT	SIZE	Large	8 5/8	3	10 3/4	219	76	273	6.75 mil	Clear	Plastic	Large Plastic Gift Bags	0.121	10	0.60	50	20	100	25	250	30	500	35	1000	40		
G66FT1	GIFT	SIZE	Small	6 5/16	3	6 5/16	160	76	160	6.75 mil	Frosted	Plastic	Small Plastic Gift Bags	0.066	10	0.45	50	20	100	25	250	30	500	35	1000	40		
G8FT1	GIFT	SIZE	Large	8 5/8	3	10 3/4	219	76	273	6.75 mil	Frosted	Plastic	Large Plastic Gift Bags	0.121	10	0.60	50	20	100	25	250	30	500	35	1000	40		
G66BL1	GIFT	SIZE	Small	6 5/16	3	6 5/16	160	76	160	6.75 mil	Blue Glossy	Plastic	Small Plastic Gift Bags	0.066	10	0.45	50	20	100	25	250	30	500	35	1000	40		
G8BL1	GIFT	SIZE	Large	8 5/8	3	10 3/4	219	76	273	6.75 mil	Blue Glossy	Plastic	Large Plastic Gift Bags	0.121	10	0.60	50	20	100	25	250	30	500	35	1000	40		
G66RD1	GIFT	SIZE	Small	6 5/16	3	6 5/16	160	76	160	6.75 mil	Red Glossy	Plastic	Small Plastic Gift Bags	0.066	10	0.45	50	20	100	25	250	30	500	35	1000	40		
G8RD1	GIFT	SIZE	Large	8 5/8	3	10 3/4	219	76	273	6.75 mil	Red Glossy	Plastic	Large Plastic Gift Bags	0.121	10	0.60	50	20	100	25	250	30	500	35	1000	40		
